index,Class,Subclass,Post_code,Post_NM,Main_YN,Division,ADDR,ADDR_Road
186,서울지방우정청,서울강남우체국,10002940,서울개포현대우편취급국,,취급국,서울특별시 강남구 개포4동 1247-4,서울특별시 강남구 개포로17길 6
187,서울지방우정청,서울강남우체국,10002920,서울도곡서린우편취급국,,취급국,서울특별시 강남구 도곡동 543-7 아이파트상가 106,서울특별시 강남구 도곡로28길 8
188,서울지방우정청,서울강남우체국,10002970,서울도곡한신우편취급국,,취급국,서울특별시 강남구 도곡2동 417-1,서울특별시 강남구 논현로38길 38-4
189,서울지방우정청,서울강남우체국,10002930,서울대치우성우편취급국,,취급국,서울특별시 강남구 대치동 626 청실상가 2층,서울특별시 강남구 남부순환로 2917
190,서울지방우정청,서울강남우체국,10003040,서울대치4동우편취급국,,취급국,서울특별시 강남구 대치동 938-16,서울특별시 강남구 도곡로 413
191,서울지방우정청,서울강남우체국,10002910,서울대치동아우편취급국,,취급국,서울특별시 강남구 대치동 901-12,서울특별시 강남구 역삼로71길 12
192,서울지방우정청,서울강남우체국,10003080,군인공제회우편취급국,,취급국,서울특별시 강남구 도곡2동 467-12,서울특별시 강남구 남부순환로 2806
193,서울지방우정청,서울성북우체국,10003520,서울성북우체국,총괄국,3급,서울특별시 성북구 하월곡동 88-3,서울특별시 성북구 동소문로 310
194,서울지방우정청,서울성북우체국,10003530,서울돈암동우체국,,6급,"서울특별시 성북구 삼선동4가 352-1, 2층",서울특별시 성북구 보문로 178
195,서울지방우정청,서울성북우체국,10003570,서울석관동우체국,,6급,서울특별시 성북구 장위동 65-176,서울특별시 성북구 화랑로 203
196,서울지방우정청,서울성북우체국,10003540,서울정릉우체국,,6급,"서울특별시 성북구 정릉동 414-3, 외 1필지",서울특별시 성북구 보국문로 12
197,서울지방우정청,서울성북우체국,10003580,서울종암동우체국,,6급,서울특별시 성북구 종암동 10-303,서울특별시 성북구 종암로 64
198,서울지방우정청,서울성북우체국,10003590,서울장위동우체국,,6급,장위4구역주택재개발 추진 구역에 포함되어 업무중지중(19.7.1.~4년 소요),서울특별시 성북구 화랑로 203
199,서울지방우정청,서울성북우체국,10003600,서울동소문동우체국,,6급,서울특별시 성북구 동소문1가 44,서울특별시 성북구 성북로2길 31
200,서울지방우정청,서울성북우체국,10003550,고려대학교우체국,,6급,"서울특별시 성북구 안암동5가 1-2, 국제관 204호",서울특별시 성북구 안암로 145
201,서울지방우정청,서울성북우체국,10003630,서울성북2동우편취급국,,취급국,서울특별시 성북구 성북동 133-56,서울특별시 성북구 성북로 59
202,서울지방우정청,서울성북우체국,10003620,한성대학교우편취급국,,취급국,서울특별시 성북구 삼선동2가 389,서울특별시 성북구 삼선교로16길 116
203,서울지방우정청,서울성북우체국,10003610,서울삼익아파트우편취급국,,취급국,서울특별시 성북구 안암동3가 135,서울특별시 성북구 안암로9길 30
204,서울지방우정청,서울성북우체국,10003640,서울월곡1동우편취급국,,취급국,서울특별시 성북구 하월곡동 24-1,서울특별시 성북구 화랑로5길 90
205,서울지방우정청,서울성북우체국,10003650,서울장위1동우편취급국,,취급국,서울특별시 성북구 장위동 233-264,서울특별시 성북구 장위로 60
206,서울지방우정청,서울성북우체국,10003660,서울석관1동우편취급국,,취급국,서울특별시 성북구 석관동 182-40,서울특별시 성북구 한천로 584
207,서울지방우정청,서울성북우체국,10003670,국민대학교우편취급국,,취급국,서울특별시 성북구 정릉동 861-1,서울특별시 성북구 정릉로 77
208,서울지방우정청,서울성북우체국,10003690,서경대학교우편취급국,,취급국,서울특별시 성북구 정릉4동 산16-1,서울특별시 성북구 서경로 124
209,서울지방우정청,서울강동우체국,10003770,서울강동우체국,총괄국,4급,서울특별시 강동구 길1동 403,서울특별시 강동구 양재대로112길 57
210,서울지방우정청,서울강동우체국,10003780,서울천호동우체국,,6급,서울특별시 강동구 천호동 425-6,서울특별시 강동구 구천면로 188
211,서울지방우정청,서울강동우체국,10003790,서울명일동우체국,,6급,서울특별시 강동구 명일동 327-3,서울특별시 강동구 구천면로 424-9
212,서울지방우정청,서울강동우체국,10003810,서울고덕동우체국,,6급,서울특별시 강동구 상일동 519-2,서울특별시 강동구 고덕로80길 8
213,서울지방우정청,서울강동우체국,10003820,서울성내동우체국,,6급,서울특별시 강동구 성내3동 440-28,서울특별시 강동구 양재대로 1309
214,서울지방우정청,서울강동우체국,10003840,서울상일동우체국,,6급,서울특별시 강동구 상일동 354-1,서울특별시 강동구 상일로 9
215,서울지방우정청,서울강동우체국,10003920,서울강일동우체국,,6급,서울특별시 강동구 강일동 678-2,서울특별시 강동구 아리수로91길 12
216,서울지방우정청,서울강동우체국,10003900,서울천호3동우편취급국,,취급국,서울특별시 강동구 천호3동 121-93,서울특별시 강동구 성안로 191
217,서울지방우정청,서울강동우체국,10003910,서울둔촌2동우편취급국,,취급국,서울특별시 강동구 둔촌동 67-1,서울특별시 강동구 진황도로 147
218,서울지방우정청,서울강동우체국,10003860,서울명일삼익우편취급국,,취급국,서울특별시 강동구 명일동 349-1,서울특별시 강동구 천중로51길 102
219,서울지방우정청,서울강동우체국,10003870,서울명일현대우편취급국,,취급국,서울특별시 강동구 명일동 54 한양상가 2층,서울특별시 강동구 동남로71길 23
220,서울지방우정청,서울강동우체국,10003890,서울고덕시영우편취급국,,취급국,서울특별시 강동구 고덕동 655-5,서울특별시 강동구 고덕로61길 132
221,서울지방우정청,서울강동우체국,10003930,서울암사3동우편취급국,,취급국,서울특별시 강동구 암사3동 400,서울특별시 강동구 고덕로27길 28
222,서울지방우정청,서울강동우체국,10008590,서울성내1동우편취급국,,취급국,서울특별시 강동구 성내동 542-2,서울특별시 강동구 성내로 67
223,서울지방우정청,서울송파우체국,10004010,서울송파우체국,총괄국,4급,서울특별시 송파구 오금동 50-3,서울특별시 송파구 오금로 323
224,서울지방우정청,서울송파우체국,10004080,서울잠실2동우체국,,6급,서울특별시 송파구 잠실동 19-7,서울특별시 송파구 올림픽로 107
225,서울지방우정청,서울송파우체국,10004020,서울송파1동우체국,,6급,서울특별시 송파구 송파1동 113-2 여성문화회관 1층,서울특별시 송파구 백제고분로42길 5
226,서울지방우정청,서울송파우체국,10004030,서울잠실4동우체국,,6급,서울특별시 송파구 신천동 20-5,서울특별시 송파구 올림픽로35길 16
227,서울지방우정청,서울송파우체국,10004040,서울잠실우체국,,6급,서울특별시 송파구 방이동 65-3 현민빌딩 2층,서울특별시 송파구 오금로 101
228,서울지방우정청,서울송파우체국,10004050,서울잠실3동우체국,,6급,서울특별시 송파구 잠실3동 27-12,서울특별시 송파구 잠실로 51-33
229,서울지방우정청,서울송파우체국,10004060,서울마천동우체국,,6급,서울특별시 송파구 마천1동 128-75,서울특별시 송파구 거마로20길 34
230,서울지방우정청,서울송파우체국,10004100,서울방이동우체국,,6급,서울특별시 송파구 방이동 115-14,서울특별시 송파구 오금로 187
231,서울지방우정청,서울송파우체국,10004110,서울삼전동우체국,,6급,서울특별시 송파구 삼전동 72-4,서울특별시 송파구 백제고분로 256
232,서울지방우정청,서울송파우체국,10004120,서울가락본동우체국,,6급,서울특별시 송파구 가락동 77,서울특별시 송파구 송파대로30길 36
233,서울지방우정청,서울송파우체국,10004130,서울오륜동우체국,,6급,서울특별시 송파구 오륜동 89-13,서울특별시 송파구 양재대로 1218
234,서울지방우정청,서울송파우체국,10004140,서울풍납동우체국,,6급,"서울특별시 송파구 풍납동 497, 1층",서울특별시 송파구 올림픽로 575
235,서울지방우정청,서울송파우체국,10004150,서울문정동우체국,,6급,서울특별시 송파구 문정2동 150-17,서울특별시 송파구 중대로 20
236,서울지방우정청,서울송파우체국,10004170,서울거여동우체국,,6급,서울특별시 송파구 거여동 289-6 ,서울특별시 송파구 양산로 3
237,서울지방우정청,서울송파우체국,10004290,서울가든파이브우체국,,6급,서울특별시 송파구 문정동 634 가든파이브 라이프테크노관 1002호,서울특별시 송파구 충민로 66
238,서울지방우정청,서울송파우체국,10008550,서울동부지방법원우체국,,6급,서울특별시 송파구 문정동 650,서울특별시 송파구 법원로 101
239,서울지방우정청,서울송파우체국,10004200,서울풍납2동우편취급국,,취급국,서울특별시 송파구 풍납2동 392-2,서울특별시 송파구 올림픽로45길 19
240,서울지방우정청,서울송파우체국,10004240,서울오금대림우편취급국,,취급국,서울특별시 송파구 오금동 18-11,서울특별시 송파구 마천로 61
241,서울지방우정청,서울송파우체국,10004230,서울가락극동우편취급국,,취급국,서울특별시 송파구 가락동 192,서울특별시 송파구 동남로 208
242,서울지방우정청,서울송파우체국,10004250,서울송파한양우편취급국,,취급국,서울특별시 송파구 송파동 174-1,서울특별시 송파구 송이로 26
243,서울지방우정청,서울송파우체국,10004280,서울삼전서호우편취급국,,취급국,서울특별시 송파구 삼전동 15,서울특별시 송파구 삼전로12길 10
244,서울지방우정청,서울송파우체국,10004260,서울문정건영우편취급국,,취급국,서울특별시 송파구 문정동 70-13,서울특별시 송파구 새말로 103
245,서울지방우정청,서울송파우체국,10004270,서울아산병원우편취급국,,취급국,서울특별시 송파구 풍납동 388-1,서울특별시 송파구 올림픽로43길 88
